2	2	1	4	0	36	0	0	0	0	0	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
3	3	1	1	1	33	0	0	0	51	0	4	0	1	1	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	62	0	0	0	60	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	2	0	68	0	0	0	67	0	4	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	45	0	0	0	70	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	2	0	54	0	0	0	75	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	27	0	0	0	75	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	2	0
2	2	1	1	1	27	0	0	0	75	0	4	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	40	0	0	0	76	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
1	1	1	1	1	89	1	0	0	80	0	4	0	1	0	3	1	0	0	1	1	0	2	0	0	0	53	0
3	3	1	5	0	41	0	1	0	84	0	4	0	1	1	1	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	44	0	0	0	85	0	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	28	0	0	0	90	0	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
1	1	1	1	1	41	0	0	0	90	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	2	0	19	0	0	0	90	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	44	0	0	0	90	0	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	2	0
3	3	1	1	1	21	0	0	0	95	0	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	52	0	0	0	95	0	4	0	1	0	2	0	0	0	0	2	1	4	0	0	0	1	0
2	2	1	3	0	45	0	0	0	95	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	42	0	0	0	96	0	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	32	0	0	0	100	0	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	28	0	0	0	100	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	52	0	0	0	100	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	52	0	0	0	100	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	57	0	0	0	100	0	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	3	0
3	3	1	2	0	67	0	0	0	105	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	2	0	29	0	0	0	105	0	4	0	0	0	2	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	79	1	0	0	108	0	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	41	0	0	0	110	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	2	0	19	0	0	0	110	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	38	0	0	0	110	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	41	0	0	0	115	0	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	25	0	0	0	115	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	30	0	0	0	120	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	44	0	0	0	120	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	44	0	0	0	120	0	4	0	1	0	1	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	39	0	0	0	120	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	42	0	0	0	120	0	4	0	1	0	3	1	0	0	1	1	0	2	0	0	0	1	0
2	2	1	2	0	31	0	0	0	120	0	4	0	1	0	2	0	0	0	0	2	1	4	0	0	0	1	0
2	2	1	2	0	52	0	0	0	120	0	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	2	0
3	3	1	2	0	27	0	0	0	123	1	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	37	0	0	0	125	1	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	39	0	0	0	130	1	4	0	1	0	2	0	1	0	1	1	0	2	0	0	0	1	0
3	3	1	1	1	33	0	0	0	130	1	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	46	0	0	0	130	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
2	2	1	1	1	41	0	0	0	130	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
2	2	1	2	0	39	0	0	0	130	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
2	2	1	2	0	47	0	0	0	130	1	4	0	1	0	3	1	0	0	2	1	0	2	0	0	0	1	0
2	2	1	1	1	57	0	0	0	130	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
2	2	1	1	1	32	0	0	0	130	1	4	0	0	0	1	0	0	0	1	2	1	4	0	0	0	1	0
2	2	1	3	0	35	0	0	0	132	1	4	0	1	0	1	0	0	0	1	1	0	2	0	0	0	1	0
3	3	1	4	0	62	0	0	0	134	1	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	34	0	0	0	135	1	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	3	0	63	0	0	0	135	1	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	1	1	41	0	0	0	135	1	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	40	0	0	0	135	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
2	2	1	1	1	46	0	0	0	135	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	2	0
3	3	1	1	1	27	0	0	0	136	1	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	60	0	0	0	138	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
3	3	1	1	1	40	0	0	0	139	1	4	0	1	0	2	0	0	0	0	1	0	2	0	0	0	1	0
2	2	1	1	1	46	0	0	0	139	1	4	0	1	0	2	0	0	0	1	1	0	2	0	0	0	1	0
3	3	1	1	1	19	0	0	0	140	1	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	3	0	40	0	0	0	140	1	4	0	1	0	1	0	1	0	0	1	0	2	0	0	0	1	0
3	3	1	2	0	46	0	0	0	140	1	4	0	1	0	2	0	1	0	0	1	0	2	0	0	0	1	0
